section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,81,2023-05-12 10:20:13.77486074,2023-05-12 10:20:13.193524074,116,590.838,357.338,2.750550687418849,12.273138835602506
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,82,2023-05-12 10:20:13.217652074,2023-05-12 10:20:14.117511074,899,574.83,314.882,1.546688683110503,15.464888236346898
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,83,2023-05-12 10:20:14.277448074,2023-05-12 10:20:14.385562074,108,465.112,263.316,-6.98583542417281,19.295277746774108
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,84,2023-05-12 10:20:14.517495074,2023-05-12 10:20:14.577455074,59,413.641,311.781,-10.849275191173987,15.60616302800443
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,85,2023-05-12 10:20:14.645588074,2023-05-12 10:20:14.805464074,159,505.203,293.314,-3.826809737746,17.07346498792703
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,86,2023-05-12 10:20:14.825490074,2023-05-12 10:20:15.1455074,175,509.501,280.749,-3.5066817811014235,18.01965369831232
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,87,2023-05-12 10:20:15.29498074,2023-05-12 10:20:15.213498074,184,546.776,250.62,-0.6193042304178875,20.297942096102737
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,88,2023-05-12 10:20:15.242050074,2023-05-12 10:20:15.413656074,171,513.188,273.237,-3.22756065764184,18.58607700306267
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,89,2023-05-12 10:20:15.465461074,2023-05-12 10:20:15.677905074,212,443.28,292.914,-8.612846042329155,17.05287156376152
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,90,2023-05-12 10:20:15.705471074,2023-05-12 10:20:15.909615074,204,509.249,303.927,-3.504438148394188,16.278281734408587
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,91,2023-05-12 10:20:16.245511074,2023-05-12 10:20:16.513562074,268,613.73,299.3,4.556916314752325,16.62249219095351
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,92,2023-05-12 10:20:16.541515074,2023-05-12 10:20:16.757505074,215,586.686,314.633,2.4584778463747936,15.481239359435698
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,93,2023-05-12 10:20:16.793673074,2023-05-12 10:20:17.57483074,263,616.289,357.386,4.6896400088766,12.261488662577406
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,94,2023-05-12 10:20:17.241632074,2023-05-12 10:20:17.357738074,116,476.395,362.462,-5.959482184377211,11.869509633104032
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,95,2023-05-12 10:20:17.389477074,2023-05-12 10:20:17.737486074,348,567.062,310.927,0.950444509306284,15.76301105179907
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,96,2023-05-12 10:20:17.769494074,2023-05-12 10:20:17.837490074,67,624.76,326.261,5.37141489396871,14.592698347660392
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,97,2023-05-12 10:20:17.869528074,2023-05-12 10:20:17.957491074,87,628.538,328.848,5.657733549587785,14.396456719639504
