section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,103,1683879619809515074,1683879620357503074,547,454.807,383.065,-7.574510448760091,10.313708938945211
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,104,1683879620441565074,1683879620905541074,463,555.801,332.709,0.08261569926614623,14.126752304041034
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,105,1683879621157512074,1683879621509604074,352,365.337,303.68,-14.59210519650076,16.137059474947204
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,106,1683879621589488074,1683879622157618074,568,563.143,281.504,0.6550831587637556,17.975005930114563
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,107,1683879622277567074,1683879622345562074,67,435.317,240.587,-9.378421698782002,20.96328017370103
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,108,1683879622389467074,1683879622449463074,59,534.161,264.627,-1.6007347382193278,19.241396278064368
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,109,1683879622469545074,1683879623009589074,540,592.079,283.719,2.8983172671613233,17.802717928184954
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,110,1683879623101473074,1683879623241459074,139,648.926,261.716,7.357496294826208,19.417857959857574
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,111,1683879623281427074,1683879623609619074,328,559.782,315.551,0.3895161871661989,15.415878701230726
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,112,1683879623637431074,1683879623921429074,283,604.815,312.01,3.855311890871252,15.672202173232801
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,113,1683879624093474074,1683879624385488074,292,504.963,332.361,-3.8092246514037456,14.141501679390236
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,114,1683879624505427074,1683879625049492074,544,583.353,320.89,2.198610169510273,15.011966742370642
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,115,1683879625281490074,1683879626077484074,795,528.465,330.908,-2.0108708019556114,14.25847055491169
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,116,1683879626341427074,1683879627465420074,1123,578.777,315.103,1.8500470898806758,15.447673869525422
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,117,1683879627521426074,1683879628205584074,684,485.431,382.864,-5.254016298099326,10.34455261808685
b84e95f2-6d8b-40e5-ab30-af27b867a839,4bbf62fc-71fc-407c-8dd6-d476f6542689,118,1683879628325482074,1683879628413475074,87,55.592,354.007,-38.16963339987309,11.710860286488986
